Wavelength,Flux,Error,SNR
3502.32,-2.4848e+00,1.7123e+01,-0.14511475792793319
3503.10,-1.5824e+01,1.6942e+01,-0.934010152284264
3503.87,1.5510e+01,1.6695e+01,0.9290206648697215
3504.65,2.3690e+01,1.6656e+01,1.4223102785782902
3505.42,2.0266e+01,1.6650e+01,1.217177177177177
3506.20,1.2110e+00,1.6802e+01,0.07207475300559457
3506.97,3.8671e+01,1.6864e+01,2.2931095825426944
3507.75,-2.8942e+00,1.6939e+01,-0.17086014522699097
3508.52,-1.5415e+01,1.6723e+01,-0.9217843688333434
3509.30,-7.9132e+00,1.6578e+01,-0.4773314030643021
3510.07,-1.5604e+01,1.6275e+01,-0.9587711213517666
3510.85,-1.7044e+01,1.6368e+01,-1.0413000977517108
3511.62,-3.2919e+01,1.6397e+01,-2.007623345733976
3512.40,-3.5412e+00,1.6267e+01,-0.2176922604044999
3513.17,-2.4470e+01,1.6351e+01,-1.4965445538499174
3513.95,-3.1413e+01,1.6353e+01,-1.920931939093744
3514.72,-2.2174e+01,1.6202e+01,-1.3685964695716577
3515.50,-1.2968e+00,1.6166e+01,-0.08021774093777062
3516.27,7.2698e+00,1.6227e+01,0.4480064090713009
3517.05,2.5281e+01,1.6064e+01,1.5737674302788844
3517.82,1.9797e+01,1.5908e+01,1.2444681921046015
3518.60,-2.0253e+01,1.5875e+01,-1.275779527559055
3519.37,4.1198e+00,1.5756e+01,0.2614749936532115
3520.15,-8.0930e+00,1.5606e+01,-0.5185825964372677
3520.92,-2.2988e+01,1.5555e+01,-1.477852780456445
3521.70,-2.8530e+01,1.5564e+01,-1.8330763299922899
3522.47,7.8066e+00,1.5502e+01,0.5035866339827119
3523.25,1.7143e+01,1.5411e+01,1.1123872558562067
3524.02,2.0382e+01,1.5173e+01,1.3433071904040073
3524.80,2.7382e+01,1.5069e+01,1.8171079700046453
3525.57,1.8629e+01,1.5093e+01,1.2342807924203274
3526.35,1.2891e+01,1.5133e+01,0.8518469569814313
3527.12,2.7457e+01,1.5120e+01,1.8159391534391536
3527.89,-2.7799e+00,1.5050e+01,-0.1847109634551495
3528.67,5.4308e+00,1.5036e+01,0.36118648576749135
3529.44,-1.2562e+01,1.5083e+01,-0.8328581847112643
3530.22,-1.8404e+01,1.4979e+01,-1.2286534481607585
3530.99,1.2492e+01,1.5117e+01,0.82635443540385
3531.77,2.0766e+00,1.5056e+01,0.13792507970244422
3532.54,-5.9779e+00,1.5101e+01,-0.39586120124495067
3533.32,9.6857e+00,1.5057e+01,0.6432689114697483
3534.09,1.5295e+01,1.5135e+01,1.0105715229600265
