SPECTRUM,GALAXY,SN,CONST_SN,CONST_GAL,Z,A_v,Phase,Band,Frac(SN),Frac(gal),CHI2/dof,CHI2/dof2
T2m3ws-20210922.150706-0003.p12_SN_binned.txt,E,Ia-CSM/2016iks/EFOSC2-NTT phase-band : u-,0.66701823,0.21087493,0.148,-0.6,u,-,0.8950407,0.1049593,9.248647,0.0184236
T2m3ws-20210922.150706-0003.p12_SN_binned.txt,E,IIn/2009kr/KAST phase-band : 0.17B,1.420369,0.023474611,0.146,1.2,0.17,B,0.97788495,0.022115052,9.47076,0.018866057
T2m3ws-20210922.150706-0003.p12_SN_binned.txt,E,IIb/1993J/BC-Ekar phase-band : -16.15B,0.9043642,0.28590828,0.138,1.0,-16.15,B,0.7626274,0.23737258,9.507199,0.018976446
T2m3ws-20210922.150706-0003.p12_SN_binned.txt,E,SLSN-I/2017egm/KAST phase-band : 6.62B,0.48790357,0.21978596,0.15,-0.2,6.62,B,0.87409097,0.12590903,9.3870125,0.01900205
T2m3ws-20210922.150706-0003.p12_SN_binned.txt,E,II/2014G/KAST phase-band : 2.4B,1.4058219,0.19225617,0.148,2.0,2.4,B,0.78438884,0.21561113,9.5200615,0.01900212
T2m3ws-20210922.150706-0003.p12_SN_binned.txt,E,II-flash/2013fs_early/ALFOSC phase-band : -3.81B,0.36556053,0.12941861,0.146,-2.0,-3.81,B,0.9624423,0.037557717,9.490457,0.019018952
T2m3ws-20210922.150706-0003.p12_SN_binned.txt,E,II-flash/2013fs_early/ALFOSC phase-band : -2.79B,0.38989562,0.09999785,0.146,-2.0,-2.79,B,0.97143894,0.028561069,9.494491,0.019027036
T2m3ws-20210922.150706-0003.p12_SN_binned.txt,SB1,Ia-pec/2013bh/HET-LRS phase-band : 13.0V,0.20563,0.7979684,0.03,2.0,13.0,V,0.11246228,0.8875377,9.413893,0.019056464
T2m3ws-20210922.150706-0003.p12_SN_binned.txt,SB2,TDE H+He/ASASSN-14li/DIS phase-band : 9.91B,0.049875166,0.77699184,0.146,-2.0,9.91,B,0.31722492,0.6827751,8.931399,0.019084187
T2m3ws-20210922.150706-0003.p12_SN_binned.txt,SB1,Ia-pec/2013bh/HET-LRS phase-band : 3.0V,0.33790344,0.78188753,0.03,2.0,3.0,V,0.12451425,0.8754857,9.448172,0.019125855
