,SPECTRUM,GALAXY,SN,CONST_SN,CONST_GAL,Z,A_v,Phase,Band,Frac(SN),Frac(gal),CHI2/dof,CHI2/dof2
0,T2m3ws-20211115.125303-0067.p12_SN_binned.txt,Sa,Ia-norm/2009ig/Other phase-band : -13.8B,1.4701496,0.020072699,0.018,2.0,-13.8,B,0.9703869,0.029613065,22.209515,0.0407514
1,T2m3ws-20211115.125303-0067.p12_SN_binned.txt,Sa,Ia-norm/2011fe/KAST phase-band : -16.69B,1.7017992,0.00019464214,0.0,1.6,-16.69,B,0.9997429,0.00025707815,33.446022,0.06136885
2,T2m3ws-20211115.125303-0067.p12_SN_binned.txt,S0,Ia-norm/2017erp/KAST phase-band : -10.69B,1.3171707,0.021294434,0.0,1.4,-10.69,B,0.97488564,0.02511435,35.796288,0.065681264
3,T2m3ws-20211115.125303-0067.p12_SN_binned.txt,SB2,Ia-norm/2012fr/RSS phase-band : -14.19B,1.8861767,0.050816808,0.02,1.6,-14.19,B,0.9194724,0.0805276,36.29668,0.066968046
4,T2m3ws-20211115.125303-0067.p12_SN_binned.txt,E,Ia-norm/2009Y/Other phase-band : -5.64B,1.2228256,0.01891908,0.01,0.6,-5.64,B,0.9841008,0.01589916,72.67764,0.13790824
5,T2m3ws-20211115.125303-0067.p12_SN_binned.txt,S0,Ia-norm/2011fe/SNIFS phase-band : -14.61B,1.2329305,0.006759065,0.0,0.8,-14.61,B,0.9934007,0.006599295,80.60852,0.14790554
6,T2m3ws-20211115.125303-0067.p12_SN_binned.txt,SB2,Ia-norm/2017erp/RSS phase-band : -16.99B,2.3255217,0.006502564,0.026,1.8,-16.99,B,0.988553,0.01144699,96.45514,0.17895202
7,T2m3ws-20211115.125303-0067.p12_SN_binned.txt,SB1,Ia-norm/2009ig/KAST phase-band : -7.78B,0.47531176,0.0008979211,0.0,-1.2,-7.78,B,0.9994452,0.0005547854,99.75409,0.18303503
8,T2m3ws-20211115.125303-0067.p12_SN_binned.txt,SB2,Ia-norm/2012fr/KAST phase-band : -5.65B,0.3176333,0.0009566342,0.002,-1.8,-5.65,B,0.9994825,0.0005175025,126.60337,0.23229976
9,T2m3ws-20211115.125303-0067.p12_SN_binned.txt,SB2,Ia 99aa-like/1999aa/DIS phase-band : -6.0B,0.35546178,0.05426469,0.008,-1.4,-6.0,B,0.96745807,0.03254192,161.58478,0.30545327
10,T2m3ws-20211115.125303-0067.p12_SN_binned.txt,E,super_chandra/2009dc/KAST phase-band : -6.52B,1.2091379,0.14257842,0.11,1.6,-6.52,B,0.8671767,0.13282329,159.84824,0.30740047
11,T2m3ws-20211115.125303-0067.p12_SN_binned.txt,E,Ia 99aa-like/1999aa/KAST phase-band : 0.0B,1.0190666,0.16856197,0.12,2.0,0.0,B,0.82854885,0.17145115,163.77568,0.3107698
12,T2m3ws-20211115.125303-0067.p12_SN_binned.txt,SB2,Ic-BL/1998bw/DFOSC phase-band : -5.6B,2.4729855,0.029132677,0.054,2.0,-5.6,B,0.9447845,0.05521545,171.13727,0.31401333
13,T2m3ws-20211115.125303-0067.p12_SN_binned.txt,SB3,SLSN-I/2017egm/ALFOSC phase-band : -21.67B,0.48273516,0.05906071,0.114,-1.0,-21.67,B,0.9660299,0.033970118,168.41922,0.31837282
14,T2m3ws-20211115.125303-0067.p12_SN_binned.txt,E,super_chandra/2009dc/CAFOS phase-band : 3.0B,1.3290308,0.18339878,0.104,2.0,3.0,B,0.81129146,0.18870856,174.59987,0.32273543
15,T2m3ws-20211115.125303-0067.p12_SN_binned.txt,SB3,IIb/1993J/BC-Ekar phase-band : -16.15B,1.5449251,0.15353796,0.07,2.0,-16.15,B,0.7824254,0.2175746,169.80118,0.32404804
16,T2m3ws-20211115.125303-0067.p12_SN_binned.txt,Sa,II/2012aw/ALFOSC phase-band : -5.74B,1.0977596,0.005650017,0.084,0.4,-5.74,B,0.99564046,0.0043595205,167.66885,0.32431114
17,T2m3ws-20211115.125303-0067.p12_SN_binned.txt,SB5,Ic-BL/2018gep/FLOYDS-N phase-band : 4.24V,1.4885557,0.001992101,0.03,1.0,4.24,V,0.9977286,0.0022713942,177.16605,0.32507533
18,T2m3ws-20211115.125303-0067.p12_SN_binned.txt,SB2,II-flash/2014G_early/BC-Asi phase-band : -6.87B,1.5033547,0.09865906,0.14,1.0,-6.87,B,0.8754829,0.12451709,170.35716,0.3251091
19,T2m3ws-20211115.125303-0067.p12_SN_binned.txt,SB3,SLSN-I/2017egm/ALFOSC phase-band : -13.6B,0.6076727,0.1431014,0.112,0.0,-13.6,B,0.88391924,0.116080746,172.02536,0.3251897
20,T2m3ws-20211115.125303-0067.p12_SN_binned.txt,SB3,Ia-CSM/2016iks/EFOSC2-NTT phase-band : u-,1.5274421,0.22780168,0.096,1.8,u,-,0.7089818,0.29101822,169.81363,0.32656467
