,SPECTRUM,GALAXY,SN,CONST_SN,CONST_GAL,Z,A_v,Phase,Band,Frac(SN),Frac(gal),CHI2/dof,CHI2/dof2
0,T2m3ws-20211025.173637-0119.p12_SN_binned.txt,Sa,IIb/2013df/DEIMOS phase-band : -14.0B,0.13239148,0.8346936,0.052,0.2,-14.0,B,0.16560254,0.8343975,4.1843686,0.009753773
1,T2m3ws-20211025.173637-0119.p12_SN_binned.txt,Sa,Ia-norm/2013dy/DEIMOS phase-band : -15.38B,0.31516832,0.83591187,0.054,2.0,-15.38,B,0.08738269,0.9126173,4.201258,0.0098160235
2,T2m3ws-20211025.173637-0119.p12_SN_binned.txt,Sb,Ic-BL/2006aj/FORS2 phase-band : 3.04B,0.20066004,0.74662626,0.056,-0.4,3.04,B,0.33528054,0.66471946,4.3932877,0.009872557
3,T2m3ws-20211025.173637-0119.p12_SN_binned.txt,Sa,Ia-norm/2013dy/HET-LRS phase-band : -5.74B,0.09775772,0.759217,0.056,-1.2,-5.74,B,0.371384,0.628616,4.6081586,0.010083498
4,T2m3ws-20211025.173637-0119.p12_SN_binned.txt,Sa,Ic-BL/2006aj/FORS2 phase-band : 11.01B,0.36196017,0.8189913,0.054,2.0,11.01,B,0.09642524,0.90357476,4.4089546,0.010112282
5,T2m3ws-20211025.173637-0119.p12_SN_binned.txt,Sa,IIb/2008aq/KAST phase-band : -5.28B,0.28037092,0.84068805,0.056,2.0,-5.28,B,0.085618235,0.91438174,4.4313607,0.010187036
6,T2m3ws-20211025.173637-0119.p12_SN_binned.txt,Sa,Ia-norm/2013dy/HET-LRS phase-band : 6.24B,0.09213507,0.8090261,0.056,-0.2,6.24,B,0.22022736,0.77977264,4.696893,0.010277665
7,T2m3ws-20211025.173637-0119.p12_SN_binned.txt,Sa,II/2013ej/DEIMOS phase-band : -1.15B,0.24916045,0.8400264,0.054,1.6,-1.15,B,0.09842695,0.90157306,4.42978,0.010301814
8,T2m3ws-20211025.173637-0119.p12_SN_binned.txt,Sb,Ic/2013ek/DEIMOS phase-band : u-,0.32871592,0.86394596,0.05,2.0,u,-,0.07868446,0.92131555,4.495969,0.010578751
9,T2m3ws-20211025.173637-0119.p12_SN_binned.txt,Sa,SLSN-I/2015bn/IMACS phase-band : 37.34B,0.15287204,0.6904306,0.06,-2.0,37.34,B,0.56722134,0.43277866,4.9340158,0.010964479
