,SPECTRUM,GALAXY,SN,CONST_SN,CONST_GAL,Z,A_v,Phase,Band,Frac(SN),Frac(gal),CHI2/dof,CHI2/dof2
0,T2m3ws-20211007.173121-0040.p12_SN_binned.txt,S0,Ia 91bg-like/2005bl/WFCCD phase-band : -3.87B,0.54737407,0.447702,0.042,0.0,-3.87,B,0.59113103,0.40886894,6.8362484,0.0134307435
1,T2m3ws-20211007.173121-0040.p12_SN_binned.txt,S0,Ia 91bg-like/2005bl/WFCCD phase-band : -6.87B,0.41034785,0.38206953,0.042,-1.2,-6.87,B,0.7557946,0.24420542,6.890416,0.013537164
2,T2m3ws-20211007.173121-0040.p12_SN_binned.txt,Sc,Ic/1994I/BC-Ekar phase-band : 2.0B,0.22780119,0.4432415,0.05,-1.6,2.0,B,0.6499211,0.3500789,7.5206804,0.0145186875
3,T2m3ws-20211007.173121-0040.p12_SN_binned.txt,Sc,Ic/2014L/BFOSC phase-band : -9.0B,0.4002511,0.33958834,0.06,-1.2,-9.0,B,0.7293255,0.27067453,7.619691,0.015058678
4,T2m3ws-20211007.173121-0040.p12_SN_binned.txt,S0,Ia-norm/2013dy/HET-LRS phase-band : 6.24B,0.14322798,0.6513608,0.04,-0.8,6.24,B,0.47512263,0.52487737,7.028903,0.015181216
5,T2m3ws-20211007.173121-0040.p12_SN_binned.txt,S0,Ia-CSM-(ambigious)/2002ic/BC-duPont phase-band : 6.0B,0.2707783,0.476339,0.034,-2.0,6.0,B,0.7474176,0.25258234,8.091205,0.015411818
6,T2m3ws-20211007.173121-0040.p12_SN_binned.txt,Sc,IIn/2008fq/WFCCD phase-band : 10.0B,1.1257594,0.2249126,0.028,1.0,10.0,B,0.6500919,0.3499081,7.881574,0.015484428
7,T2m3ws-20211007.173121-0040.p12_SN_binned.txt,S0,Ia-norm/2009Y/WFCCD phase-band : 12.36B,0.41104972,0.7300473,0.064,1.2,12.36,B,0.24902628,0.7509737,7.760144,0.015551391
8,T2m3ws-20211007.173121-0040.p12_SN_binned.txt,Sc,Ia 91bg-like/2005bl/DOLORES phase-band : 3.0B,0.32807767,0.4509387,0.04,-0.4,3.0,B,0.49057135,0.5094287,8.488563,0.015575345
9,T2m3ws-20211007.173121-0040.p12_SN_binned.txt,Sb,IIn/2008fq/WFCCD phase-band : 3.0B,1.0313631,0.049442932,0.028,0.2,3.0,B,0.9504004,0.049599566,7.9319916,0.015583481
10,T2m3ws-20211007.173121-0040.p12_SN_binned.txt,SB5,Ic-BL/2006aj/FORS2 phase-band : 11.01B,0.5384483,0.52287877,0.076,0.4,11.01,B,0.4520113,0.5479887,6.664009,0.015606578
11,T2m3ws-20211007.173121-0040.p12_SN_binned.txt,S0,Ic-BL/2006aj/FORS2 phase-band : 3.04B,0.8328843,0.61042094,0.08,2.0,3.04,B,0.28469548,0.7153045,6.875941,0.01580676
12,T2m3ws-20211007.173121-0040.p12_SN_binned.txt,S0,Ia-pec/2013bh/HET-LRS phase-band : -2.0V,0.17510484,0.55620146,0.078,-1.8,-2.0,V,0.6950376,0.30496237,7.5819488,0.015928464
13,T2m3ws-20211007.173121-0040.p12_SN_binned.txt,S0,Ia 99aa-like/1999aa/MARK-III phase-band : 8.0B,0.16279949,0.6691981,0.056,-2.0,8.0,B,0.595586,0.40441397,7.860789,0.015944805
